id,model,partner_id:id,amount_currency,currency_id:id
str,str,search;vat,str,ref
aml_cicsa_2667,account.move.line,VEJ001241345,,
aml_cicsa_2668,account.move.line,VEJ300004937,,
aml_cicsa_2669,account.move.line,VEJ300004937,,
aml_cicsa_2670,account.move.line,VEJ300004937,,
aml_cicsa_2671,account.move.line,,670534.20,base.USD
aml_cicsa_2672,account.move.line,,360000.00,base.USD
aml_cicsa_2673,account.move.line,,287061.32,base.USD
aml_cicsa_2674,account.move.line,,360000.00,base.USD
aml_cicsa_2675,account.move.line,,491725.08,base.USD
aml_cicsa_2676,account.move.line,,216000.00,base.USD
aml_cicsa_2677,account.move.line,,100924.92,base.USD
aml_cicsa_2678,account.move.line,,175741.62,base.USD
aml_cicsa_2679,account.move.line,,-2661987.14,base.USD
aml_cicsa_2680,account.move.line,VEJ315297876,,
aml_cicsa_2681,account.move.line,VEJ315297876,,
aml_cicsa_2682,account.move.line,VEJ315297876,,
aml_cicsa_2683,account.move.line,VEJ315297876,,
aml_cicsa_2684,account.move.line,VEJ315297876,,
aml_cicsa_2685,account.move.line,VEJ315297876,,
aml_cicsa_2686,account.move.line,VEJ001612165,,
aml_cicsa_2687,account.move.line,VEJ001612165,,
aml_cicsa_2688,account.move.line,VEJ001612165,,
aml_cicsa_2689,account.move.line,VEJ001612165,,
aml_cicsa_2690,account.move.line,VEJ001612165,,
aml_cicsa_2691,account.move.line,VEJ001612165,,
aml_cicsa_2692,account.move.line,VEJ310308292,,
aml_cicsa_2693,account.move.line,VEJ310308292,,
aml_cicsa_2694,account.move.line,VEJ303900909,,
aml_cicsa_2695,account.move.line,VEJ303900909,,
aml_cicsa_2696,account.move.line,VEJ303900909,,
aml_cicsa_2697,account.move.line,VEJ303900909,,
aml_cicsa_2698,account.move.line,VEJ303900909,,
aml_cicsa_2699,account.move.line,VEJ303900909,,
aml_cicsa_2700,account.move.line,VEJ303900909,,
aml_cicsa_2701,account.move.line,VEJ303900909,,
aml_cicsa_2702,account.move.line,VEJ303900909,,
