id,model,partner_id:id,amount_currency,currency_id:id
str,str,search;vat,str,ref
aml_cicsa_5689,account.move.line,VEJ400406811,,
aml_cicsa_5690,account.move.line,VEJ400406811,,
aml_cicsa_5691,account.move.line,VEJ400406811,,
aml_cicsa_5692,account.move.line,VEJ400406811,,
aml_cicsa_5693,account.move.line,VEJ400406811,,
aml_cicsa_5694,account.move.line,VEJ400406811,,
aml_cicsa_5695,account.move.line,VEJ400406811,,
aml_cicsa_5696,account.move.line,VEJ400406811,,
aml_cicsa_5697,account.move.line,VEJ400406811,,
aml_cicsa_5698,account.move.line,VEJ400406811,,
aml_cicsa_5699,account.move.line,VEJ400406811,,
aml_cicsa_5700,account.move.line,VEV063663170,,
aml_cicsa_5701,account.move.line,VEV063663170,,
aml_cicsa_5702,account.move.line,VEV172228611,,
aml_cicsa_5703,account.move.line,VEV172228611,,
aml_cicsa_5704,account.move.line,VEV146153824,,
aml_cicsa_5705,account.move.line,VEV146153824,,
aml_cicsa_5706,account.move.line,VEV179009370,,
aml_cicsa_5707,account.move.line,VEV179009370,,
aml_cicsa_5708,account.move.line,VEV172228611,,
aml_cicsa_5709,account.move.line,VEV172228611,,
aml_cicsa_5710,account.move.line,VEV172228611,,
aml_cicsa_5711,account.move.line,VEV172228611,,
aml_cicsa_5712,account.move.line,VEJ001824421,,
aml_cicsa_5713,account.move.line,VEJ001824421,,
aml_cicsa_5714,account.move.line,VEJ001824421,,
aml_cicsa_5715,account.move.line,,931441.56,base.USD
aml_cicsa_5716,account.move.line,,-931441.56,base.USD
aml_cicsa_5717,account.move.line,VEV102884619,,
aml_cicsa_5718,account.move.line,VEV102884619,,
aml_cicsa_5719,account.move.line,VEV102884619,,
aml_cicsa_5720,account.move.line,VEV102884619,,
aml_cicsa_5721,account.move.line,VEJ315253321,75000.00,base.USD
aml_cicsa_5722,account.move.line,VEJ315253321,-75000.00,base.USD
aml_cicsa_5723,account.move.line,VEJ310308292,,
aml_cicsa_5724,account.move.line,VEJ310308292,,
aml_cicsa_5725,account.move.line,VEJ310308292,,
aml_cicsa_5726,account.move.line,VEJ310308292,,
aml_cicsa_5727,account.move.line,VEJ310308292,,
aml_cicsa_5728,account.move.line,,141562.62,base.USD
aml_cicsa_5729,account.move.line,,-141562.62,base.USD
aml_cicsa_5730,account.move.line,VEJ400406811,,
aml_cicsa_5731,account.move.line,VEJ400406811,,
aml_cicsa_5732,account.move.line,VEJ400406811,,
aml_cicsa_5733,account.move.line,VEJ400406811,,
aml_cicsa_5734,account.move.line,VEJ400406811,,
aml_cicsa_5735,account.move.line,VEJ400406811,,
aml_cicsa_5736,account.move.line,VEJ400406811,,
aml_cicsa_5737,account.move.line,VEJ306203117,,
aml_cicsa_5738,account.move.line,VEJ306203117,,
aml_cicsa_5739,account.move.line,VEJ306203117,,
aml_cicsa_5740,account.move.line,VEJ306203117,,
aml_cicsa_5741,account.move.line,VEJ306203117,,
aml_cicsa_5742,account.move.line,VEJ306203117,,
aml_cicsa_5743,account.move.line,VEJ306203117,,
aml_cicsa_5744,account.move.line,VEJ306203117,,
aml_cicsa_5745,account.move.line,VEJ306203117,,
